Date,Region,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Profit,Buyer_Type,Sales_Channel,Transaction_Type,Cashflow_Balance
2024-11-02,Zachodniopomorskie,Cattle Feed (kg),663.8,0.0,1.45,0.0,-962.51,Internal Expense,N/A,EXPENSE,-1257404.78
2024-11-02,Zachodniopomorskie,Cow Milk (HL),16.07,214.8624,79.8537,3452.84,2169.59,Food Wholesaler,Skup,INCOME,-1256141.76
2024-11-02,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,58.672,35.4863,293.36,115.93,Processing Plant,Skup,INCOME,-1256025.83
2024-11-03,Zachodniopomorskie,Agricultural Fuel (liter),85.6,0.0,5.8,0.0,-496.48,Internal Expense,N/A,EXPENSE,-1253903.25
2024-11-03,Zachodniopomorskie,Cattle Feed (kg),708.2,0.0,1.45,0.0,-1026.89,Internal Expense,N/A,EXPENSE,-1254930.14
2024-11-03,Zachodniopomorskie,Cow Milk (HL),16.13,210.9681,91.4907,3402.92,1927.18,Meat Factory,Skup,INCOME,-1253002.96
2024-11-03,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,81.9029,35.6238,163.81,92.56,Farmer's Market,RHD,INCOME,-1252910.4
2024-11-03,Zachodniopomorskie,Potatoes (Deciton),91.0,88.7765,44.8423,8078.66,3998.01,Agricultural Wholesale,Skup,INCOME,-1253406.77
2024-11-04,Zachodniopomorskie,Agricultural Fuel (liter),106.5,0.0,5.8,0.0,-617.7,Internal Expense,Skup,EXPENSE,-1252630.95
2024-11-04,Zachodniopomorskie,Cattle Feed (kg),583.5,0.0,1.45,0.0,-846.08,Internal Expense,N/A,EXPENSE,-1253756.48
2024-11-04,Zachodniopomorskie,Cow Milk (HL),15.25,195.2548,80.9449,2977.64,1743.23,Processing Plant,Skup,INCOME,-1252013.25
2024-11-04,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,61.8458,35.7264,247.38,104.47,Processing Plant,Skup,INCOME,-1252526.48
2024-11-05,Zachodniopomorskie,Agricultural Fuel (liter),69.2,0.0,5.8,0.0,-401.36,Internal Expense,N/A,EXPENSE,-1251821.61
2024-11-05,Zachodniopomorskie,Cattle Feed (kg),930.3499999999999,0.0,1.45,0.0,-1349.01,Internal Expense,N/A,EXPENSE,-1251420.25
2024-11-05,Zachodniopomorskie,Cow Milk (HL),18.45,204.3298,79.1692,3769.88,2309.21,Agricultural Wholesale,Skup,INCOME,-1250071.24
2024-11-05,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,60.9598,36.6209,365.76,146.03,Meat Factory,Skup,INCOME,-1252380.45
2024-11-06,Zachodniopomorskie,Agricultural Fuel (liter),100.5,0.0,5.8,0.0,-582.9,Internal Expense,N/A,EXPENSE,-1252404.51
2024-11-06,Zachodniopomorskie,Cattle Feed (kg),874.7,0.0,1.45,0.0,-1268.32,Internal Expense,N/A,EXPENSE,-1253672.83
2024-11-06,Zachodniopomorskie,Cow Milk (HL),18.08,192.093,86.5764,3473.04,1907.74,Agricultural Wholesale,Skup,INCOME,-1251765.09
2024-11-06,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,65.5134,33.2815,196.54,96.7,Agricultural Wholesale,Skup,INCOME,-1251668.39
2024-11-07,Zachodniopomorskie,Agricultural Fuel (liter),44.3,0.0,5.8,0.0,-256.94,Internal Expense,Skup,EXPENSE,-1251925.33
2024-11-07,Zachodniopomorskie,Cattle Feed (kg),955.3,0.0,1.45,0.0,-1385.18,Internal Expense,N/A,EXPENSE,-1253310.51
2024-11-07,Zachodniopomorskie,Cow Milk (HL),16.55,193.4923,83.5299,3202.3,1819.88,Food Wholesaler,Skup,INCOME,-1251490.63
2024-11-07,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,62.4555,33.6557,374.73,172.8,Agricultural Wholesale,Skup,INCOME,-1251317.83
2024-11-08,Zachodniopomorskie,Agricultural Fuel (liter),65.8,0.0,5.8,0.0,-381.64,Internal Expense,N/A,EXPENSE,-1248510.11
2024-11-08,Zachodniopomorskie,Cattle Feed (kg),923.6,0.0,1.45,0.0,-1339.22,Internal Expense,N/A,EXPENSE,-1249849.33
2024-11-08,Zachodniopomorskie,Cow Milk (HL),11.41,190.5719,87.352,2174.43,1177.74,Food Wholesaler,Skup,INCOME,-1248268.51
2024-11-08,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,61.7054,33.6985,308.53,140.04,Agricultural Wholesale,Skup,INCOME,-1248128.47
2024-11-08,Zachodniopomorskie,Potatoes (Deciton),38.0,91.0223,41.7703,3458.85,1871.58,Food Wholesaler,Skup,INCOME,-1249446.25
2024-11-09,Zachodniopomorskie,Agricultural Fuel (liter),70.8,0.0,5.8,0.0,-410.64,Internal Expense,N/A,EXPENSE,-1250259.97
2024-11-09,Zachodniopomorskie,Cattle Feed (kg),894.0,0.0,1.45,0.0,-1296.3,Internal Expense,N/A,EXPENSE,-1251556.27
2024-11-09,Zachodniopomorskie,Cow Milk (HL),11.43,215.872,81.4046,2467.42,1536.97,Meat Factory,Skup,INCOME,-1250019.3
2024-11-09,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,62.799,36.1104,314.0,133.45,Agricultural Wholesale,Skup,INCOME,-1249885.85
2024-11-09,Zachodniopomorskie,Potatoes (Deciton),44.0,88.3981,43.394,3889.52,1980.18,Agricultural Wholesale,Skup,INCOME,-1247905.67
2024-11-10,Zachodniopomorskie,Agricultural Fuel (liter),42.7,0.0,5.8,0.0,-247.66,Internal Expense,N/A,EXPENSE,-1248153.33
2024-11-10,Zachodniopomorskie,Cattle Feed (kg),494.2,0.0,1.45,0.0,-716.59,Internal Expense,N/A,EXPENSE,-1248869.92
2024-11-10,Zachodniopomorskie,Cow Milk (HL),16.12,188.6786,83.356,3041.5,1697.8,Meat Factory,Skup,INCOME,-1247172.12
2024-11-10,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,64.6777,34.7478,194.03,89.79,Meat Factory,Skup,INCOME,-1247082.33
2024-11-11,Zachodniopomorskie,Agricultural Fuel (liter),76.2,0.0,5.8,0.0,-441.96,Internal Expense,N/A,EXPENSE,-1242783.77
2024-11-11,Zachodniopomorskie,Cattle Feed (kg),703.5,0.0,1.45,0.0,-1020.08,Internal Expense,N/A,EXPENSE,-1242341.81
2024-11-11,Zachodniopomorskie,Cow Milk (HL),11.38,200.8389,80.0684,2285.55,1374.37,Processing Plant,Skup,INCOME,-1241409.4
2024-11-11,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,82.3674,32.3258,164.73,100.08,Eco-Shop,RHD,INCOME,-1241321.73
2024-11-11,Zachodniopomorskie,Potatoes (Deciton),107.0,92.1105,39.2084,9855.82,5660.52,Processing Plant,Skup,INCOME,-1241421.81
2024-11-12,Zachodniopomorskie,Agricultural Fuel (liter),122.6,0.0,5.8,0.0,-711.08,Internal Expense,N/A,EXPENSE,-1242120.48
2024-11-12,Zachodniopomorskie,Cattle Feed (kg),646.8,0.0,1.45,0.0,-937.86,Internal Expense,N/A,EXPENSE,-1243058.34
2024-11-12,Zachodniopomorskie,Cow Milk (HL),11.32,202.4735,80.9935,2292.0,1375.15,Agricultural Wholesale,Skup,INCOME,-1241683.19
2024-11-12,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,59.3887,34.478,296.94,124.55,Meat Factory,Skup,INCOME,-1241558.64
2024-11-13,Zachodniopomorskie,Agricultural Fuel (liter),114.6,0.0,5.8,0.0,-664.68,Internal Expense,N/A,EXPENSE,-1242128.65
2024-11-13,Zachodniopomorskie,Cattle Feed (kg),820.9,0.0,1.45,0.0,-1190.3,Internal Expense,N/A,EXPENSE,-1243318.95
2024-11-13,Zachodniopomorskie,Cow Milk (HL),17.62,208.601,88.0905,3675.55,2123.4,Agricultural Wholesale,Skup,INCOME,-1241195.55
2024-11-13,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,83.688,36.3535,167.38,94.67,Private Individual,RHD,INCOME,-1241463.97
2024-11-14,Zachodniopomorskie,Agricultural Fuel (liter),115.6,0.0,5.8,0.0,-670.48,Internal Expense,N/A,EXPENSE,-1241072.37
2024-11-14,Zachodniopomorskie,Cattle Feed (kg),907.0,0.0,1.45,0.0,-1315.15,Internal Expense,N/A,EXPENSE,-1240401.89
2024-11-14,Zachodniopomorskie,Cow Milk (HL),16.82,211.8297,90.3547,3562.98,2043.21,Processing Plant,Skup,INCOME,-1239086.74
2024-11-14,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,57.2112,35.3427,171.63,65.6,Processing Plant,Skup,INCOME,-1241129.95
2024-11-15,Zachodniopomorskie,ARiMR Direct Subsidies (EU),1.0,181115.69,0.0,181115.69,181115.69,Internal Expense,N/A,INCOME,-1059802.63
2024-11-15,Zachodniopomorskie,Agricultural Fuel (liter),46.9,0.0,5.8,0.0,-272.02,Internal Expense,N/A,EXPENSE,-1060074.65
2024-11-15,Zachodniopomorskie,Cattle Feed (kg),871.0,0.0,1.45,0.0,-1262.95,Internal Expense,N/A,EXPENSE,-1061337.6
2024-11-15,Zachodniopomorskie,Cow Milk (HL),14.36,195.0612,78.9912,2801.08,1666.77,Meat Factory,Skup,INCOME,-1059670.83
2024-11-15,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,63.8783,33.0673,319.39,154.05,Processing Plant,Skup,INCOME,-1240918.32
2024-11-16,Zachodniopomorskie,Agricultural Fuel (liter),99.7,0.0,5.8,0.0,-578.26,Internal Expense,N/A,EXPENSE,-1058388.38
2024-11-16,Zachodniopomorskie,Cattle Feed (kg),1097.2,0.0,1.45,0.0,-1590.94,Internal Expense,N/A,EXPENSE,-1059979.32
2024-11-16,Zachodniopomorskie,Cow Milk (HL),14.09,204.2333,83.7429,2877.65,1697.71,Agricultural Wholesale,Skup,INCOME,-1057973.12
2024-11-16,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,59.8381,32.6714,359.03,163.0,Agricultural Wholesale,Skup,INCOME,-1057810.12
2024-11-17,Zachodniopomorskie,Agricultural Fuel (liter),62.7,0.0,5.8,0.0,-363.66,Internal Expense,N/A,EXPENSE,-1058976.85
2024-11-17,Zachodniopomorskie,Cattle Feed (kg),891.1,0.0,1.45,0.0,-1292.1,Internal Expense,N/A,EXPENSE,-1060268.95
2024-11-17,Zachodniopomorskie,Cow Milk (HL),13.04,187.8662,91.6542,2449.78,1254.61,Meat Factory,Skup,INCOME,-1058613.19
2024-11-17,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,87.8042,32.045,175.61,111.52,Private Individual,RHD,INCOME,-1059867.8
2024-11-18,Zachodniopomorskie,Agricultural Fuel (liter),50.3,0.0,5.8,0.0,-291.74,Internal Expense,N/A,EXPENSE,-1060560.69
2024-11-18,Zachodniopomorskie,Cattle Feed (kg),639.3,0.0,1.45,0.0,-926.98,Internal Expense,N/A,EXPENSE,-1061487.67
2024-11-18,Zachodniopomorskie,Cow Milk (HL),13.32,213.5367,84.9755,2844.31,1712.44,Meat Factory,Skup,INCOME,-1059775.23
2024-11-18,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,59.8771,35.4362,299.39,122.21,Meat Factory,Skup,INCOME,-1059653.02
2024-11-19,Zachodniopomorskie,Agricultural Fuel (liter),45.5,0.0,5.8,0.0,-263.9,Internal Expense,N/A,EXPENSE,-1059916.92
2024-11-19,Zachodniopomorskie,Cattle Feed (kg),845.6,0.0,1.45,0.0,-1226.12,Internal Expense,N/A,EXPENSE,-1061143.04
2024-11-19,Zachodniopomorskie,Cow Milk (HL),14.29,189.8533,79.2656,2713.0,1580.29,Food Wholesaler,Skup,INCOME,-1059562.75
2024-11-19,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,58.7308,31.7529,176.19,80.93,Agricultural Wholesale,Skup,INCOME,-1059481.82
2024-11-20,Zachodniopomorskie,Agricultural Fuel (liter),119.9,0.0,5.8,0.0,-695.42,Internal Expense,N/A,EXPENSE,-1059171.11
2024-11-20,Zachodniopomorskie,Cattle Feed (kg),540.6,0.0,1.45,0.0,-783.87,Internal Expense,N/A,EXPENSE,-1058475.69
2024-11-20,Zachodniopomorskie,Cow Milk (HL),16.57,188.0116,87.6261,3115.35,1663.39,Food Wholesaler,Skup,INCOME,-1057691.82
2024-11-20,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,66.3186,34.6649,265.27,126.61,Meat Factory,Skup,INCOME,-1059355.21
2024-11-21,Zachodniopomorskie,Agricultural Fuel (liter),99.9,0.0,5.8,0.0,-579.42,Internal Expense,N/A,EXPENSE,-1059750.53
2024-11-21,Zachodniopomorskie,Cattle Feed (kg),1104.6,0.0,1.45,0.0,-1601.67,Internal Expense,N/A,EXPENSE,-1061352.2
2024-11-21,Zachodniopomorskie,Cow Milk (HL),13.46,201.3871,80.8404,2710.67,1622.56,Processing Plant,Skup,INCOME,-1059729.64
2024-11-21,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,77.2062,33.3048,154.41,87.8,Private Individual,RHD,INCOME,-1059641.84
2024-11-22,Zachodniopomorskie,Agricultural Fuel (liter),49.5,0.0,5.8,0.0,-287.1,Internal Expense,N/A,EXPENSE,-1059928.94
2024-11-22,Zachodniopomorskie,Cattle Feed (kg),930.3499999999999,0.0,1.45,0.0,-1349.01,Internal Expense,N/A,EXPENSE,-1061277.95
2024-11-22,Zachodniopomorskie,Cow Milk (HL),13.62,203.9497,79.3933,2777.79,1696.45,Processing Plant,Skup,INCOME,-1059581.5
2024-11-22,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,66.5082,34.1423,332.54,161.83,Agricultural Wholesale,Skup,INCOME,-1059419.67
2024-11-23,Zachodniopomorskie,Agricultural Fuel (liter),93.4,0.0,5.8,0.0,-541.72,Internal Expense,N/A,EXPENSE,-1058910.61
2024-11-23,Zachodniopomorskie,Cattle Feed (kg),543.4,0.0,1.45,0.0,-787.93,Internal Expense,N/A,EXPENSE,-1058368.89
2024-11-23,Zachodniopomorskie,Cow Milk (HL),14.28,206.1059,82.7836,2943.19,1761.04,Food Wholesaler,Skup,INCOME,-1057580.96
2024-11-23,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,61.3488,35.4613,184.05,77.67,Food Wholesaler,Skup,INCOME,-1059342.0
2024-11-24,Zachodniopomorskie,Agricultural Fuel (liter),92.4,0.0,5.8,0.0,-535.92,Internal Expense,N/A,EXPENSE,-1057791.45
2024-11-24,Zachodniopomorskie,Cattle Feed (kg),613.5,0.0,1.45,0.0,-889.58,Internal Expense,N/A,EXPENSE,-1058681.03
2024-11-24,Zachodniopomorskie,Cow Milk (HL),12.74,207.1572,84.3761,2639.18,1564.23,Agricultural Wholesale,Skup,INCOME,-1057255.53
2024-11-24,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,62.9373,32.6519,188.81,90.85,Food Wholesaler,Skup,INCOME,-1058819.76
2024-11-25,Zachodniopomorskie,Agricultural Fuel (liter),69.8,0.0,5.8,0.0,-404.84,Internal Expense,N/A,EXPENSE,-1059085.87
2024-11-25,Zachodniopomorskie,Cattle Feed (kg),1167.7,0.0,1.45,0.0,-1693.16,Internal Expense,N/A,EXPENSE,-1060779.03
2024-11-25,Zachodniopomorskie,Cow Milk (HL),12.48,213.9426,83.5305,2670.0,1627.54,Food Wholesaler,Skup,INCOME,-1059151.49
2024-11-25,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,79.8717,35.7399,79.87,44.13,Private Individual,RHD,INCOME,-1059107.36
2024-11-26,Zachodniopomorskie,Agricultural Fuel (liter),63.5,0.0,5.8,0.0,-368.3,Internal Expense,N/A,EXPENSE,-1050252.28
2024-11-26,Zachodniopomorskie,Cattle Feed (kg),1040.1,0.0,1.45,0.0,-1508.14,Internal Expense,N/A,EXPENSE,-1051760.42
2024-11-26,Zachodniopomorskie,Cow Milk (HL),18.04,200.1235,85.0602,3610.23,2075.74,Food Wholesaler,Skup,INCOME,-1049684.68
2024-11-26,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,60.003,33.1472,360.02,161.14,Processing Plant,Skup,INCOME,-1049523.54
2024-11-26,Zachodniopomorskie,Beef Cattle (Highlander),3.0,6186.0256,3111.5671,18558.08,9223.38,Food Wholesaler,Skup,INCOME,-1049883.98
2024-11-27,Zachodniopomorskie,Agricultural Fuel (liter),87.7,0.0,5.8,0.0,-508.66,Internal Expense,N/A,EXPENSE,-1050032.2
2024-11-27,Zachodniopomorskie,Cattle Feed (kg),947.4,0.0,1.45,0.0,-1373.73,Internal Expense,N/A,EXPENSE,-1051405.93
2024-11-27,Zachodniopomorskie,Cow Milk (HL),15.54,190.9009,84.7443,2966.6,1649.67,Food Wholesaler,Skup,INCOME,-1049756.26
2024-11-27,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,58.0882,35.2359,290.44,114.26,Agricultural Wholesale,Skup,INCOME,-1049642.0
2024-11-28,Zachodniopomorskie,Agricultural Fuel (liter),67.8,0.0,5.8,0.0,-393.24,Internal Expense,N/A,EXPENSE,-1047996.89
2024-11-28,Zachodniopomorskie,Cattle Feed (kg),818.5,0.0,1.45,0.0,-1186.82,Internal Expense,N/A,EXPENSE,-1049183.71
2024-11-28,Zachodniopomorskie,Cow Milk (HL),15.63,212.912,87.1491,3327.81,1965.67,Meat Factory,Skup,INCOME,-1047676.33
2024-11-28,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,58.603,34.3772,175.81,72.68,Food Wholesaler,Skup,INCOME,-1047603.65
2024-11-29,Zachodniopomorskie,Agricultural Fuel (liter),101.3,0.0,5.8,0.0,-587.54,Internal Expense,N/A,EXPENSE,-1047541.24
2024-11-29,Zachodniopomorskie,Cattle Feed (kg),930.3499999999999,0.0,1.45,0.0,-1349.01,Internal Expense,N/A,EXPENSE,-1048890.25
2024-11-29,Zachodniopomorskie,Cow Milk (HL),18.38,200.3926,81.9283,3683.22,2177.38,Agricultural Wholesale,Skup,INCOME,-1046953.7
2024-11-29,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,85.552,32.9182,85.55,52.63,Eco-Shop,RHD,INCOME,-1049131.08
2024-11-30,Zachodniopomorskie,Agricultural Fuel (liter),86.3,0.0,5.8,0.0,-500.54,Internal Expense,N/A,EXPENSE,-1043932.97
2024-11-30,Zachodniopomorskie,Cattle Feed (kg),498.7,0.0,1.45,0.0,-723.12,Internal Expense,N/A,EXPENSE,-1043432.43
2024-11-30,Zachodniopomorskie,Cow Milk (HL),13.32,204.9647,84.2386,2730.13,1608.07,Agricultural Wholesale,Skup,INCOME,-1042324.9
2024-11-30,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,66.4807,36.348,265.92,120.53,Processing Plant,Skup,INCOME,-1042709.31
2024-11-30,Zachodniopomorskie,Potatoes (Deciton),104.0,98.6155,40.3423,10256.01,6060.41,Food Wholesaler,Skup,INCOME,-1042829.84
2024-12-01,Zachodniopomorskie,Stable Box Rent (Horses),15.0,1336.7121,282.9409,20050.68,15806.57,Horse Owner,B2B,INCOME,-1026518.33
2024-12-01,Zachodniopomorskie,"Fixed Costs (Energy, Service, Ins.)",1.0,0.0,15000.0,0.0,-15000.0,Internal Expense,N/A,EXPENSE,-1041518.33
2024-12-01,Zachodniopomorskie,Veterinary Visit + Meds,1.0,0.0,2777.0,0.0,-2777.0,Internal Expense,N/A,EXPENSE,-1044295.33
2024-12-01,Zachodniopomorskie,Agricultural Fuel (liter),68.1,0.0,5.8,0.0,-394.98,Internal Expense,N/A,EXPENSE,-1044690.31
2024-12-01,Zachodniopomorskie,Cattle Feed (kg),1169.1,0.0,1.45,0.0,-1695.19,Internal Expense,N/A,EXPENSE,-1046385.5
2024-12-01,Zachodniopomorskie,Cow Milk (HL),11.97,193.1195,86.0167,2311.64,1282.02,Meat Factory,Skup,INCOME,-1045103.48
2024-12-01,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,59.6553,34.997,357.93,147.95,Meat Factory,Skup,INCOME,-1044955.53
2024-12-02,Zachodniopomorskie,Agricultural Fuel (liter),98.3,0.0,5.8,0.0,-570.14,Internal Expense,N/A,EXPENSE,-1045525.67
2024-12-02,Zachodniopomorskie,Cattle Feed (kg),970.6,0.0,1.45,0.0,-1407.37,Internal Expense,N/A,EXPENSE,-1046933.04
2024-12-02,Zachodniopomorskie,Cow Milk (HL),16.6,188.4191,83.0541,3127.76,1749.06,Agricultural Wholesale,Skup,INCOME,-1045183.98
2024-12-02,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,63.1678,33.2958,189.5,89.61,Agricultural Wholesale,Skup,INCOME,-1045094.37
2024-12-03,Zachodniopomorskie,Agricultural Fuel (liter),86.9,0.0,5.8,0.0,-504.02,Internal Expense,N/A,EXPENSE,-1044769.98
2024-12-03,Zachodniopomorskie,Cattle Feed (kg),650.1,0.0,1.45,0.0,-942.64,Internal Expense,N/A,EXPENSE,-1044265.96
2024-12-03,Zachodniopomorskie,Cow Milk (HL),15.23,200.4688,87.135,3053.14,1726.07,Processing Plant,Skup,INCOME,-1043323.32
2024-12-03,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,80.1723,35.1933,80.17,44.98,Local Restaurant,RHD,INCOME,-1045049.39
2024-12-04,Zachodniopomorskie,Agricultural Fuel (liter),57.0,0.0,5.8,0.0,-330.6,Internal Expense,N/A,EXPENSE,-1045100.58
2024-12-04,Zachodniopomorskie,Cattle Feed (kg),620.9,0.0,1.45,0.0,-900.3,Internal Expense,N/A,EXPENSE,-1046000.88
2024-12-04,Zachodniopomorskie,Cow Milk (HL),18.02,191.696,86.3694,3454.36,1897.98,Meat Factory,Skup,INCOME,-1044102.9
2024-12-04,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,62.9516,32.4622,188.85,91.46,Food Wholesaler,Skup,INCOME,-1044011.44
2024-12-05,Zachodniopomorskie,Agricultural Fuel (liter),52.0,0.0,5.8,0.0,-301.6,Internal Expense,N/A,EXPENSE,-1044313.04
2024-12-05,Zachodniopomorskie,Cattle Feed (kg),1152.1,0.0,1.45,0.0,-1670.54,Internal Expense,N/A,EXPENSE,-1045983.58
2024-12-05,Zachodniopomorskie,Cow Milk (HL),16.82,218.2197,80.5621,3670.46,2315.41,Meat Factory,Skup,INCOME,-1043668.17
2024-12-05,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,82.6385,36.3851,82.64,46.25,Farmer's Market,RHD,INCOME,-1043621.92
2024-12-06,Zachodniopomorskie,Agricultural Fuel (liter),81.3,0.0,5.8,0.0,-471.54,Internal Expense,N/A,EXPENSE,-1043351.8
2024-12-06,Zachodniopomorskie,Cattle Feed (kg),1006.5,0.0,1.45,0.0,-1459.42,Internal Expense,N/A,EXPENSE,-1042880.26
2024-12-06,Zachodniopomorskie,Cow Milk (HL),17.18,209.3951,86.9569,3597.41,2103.49,Food Wholesaler,Skup,INCOME,-1041420.84
2024-12-06,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,81.3109,32.5131,162.62,97.59,Farmer's Market,RHD,INCOME,-1043524.33
2024-12-07,Zachodniopomorskie,Agricultural Fuel (liter),82.6,0.0,5.8,0.0,-479.08,Internal Expense,N/A,EXPENSE,-1043830.88
2024-12-07,Zachodniopomorskie,Cattle Feed (kg),818.7,0.0,1.45,0.0,-1187.12,Internal Expense,N/A,EXPENSE,-1045018.0
2024-12-07,Zachodniopomorskie,Cow Milk (HL),14.52,200.8729,90.2327,2916.67,1606.49,Meat Factory,Skup,INCOME,-1043411.51
2024-12-07,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,65.097,32.019,260.39,132.31,Processing Plant,Skup,INCOME,-1043279.2
2024-12-07,Zachodniopomorskie,Potatoes (Deciton),109.0,86.954,40.5688,9477.99,5055.99,Agricultural Wholesale,Skup,INCOME,-1038223.21
2024-12-08,Zachodniopomorskie,Agricultural Fuel (liter),86.8,0.0,5.8,0.0,-503.44,Internal Expense,N/A,EXPENSE,-1038726.65
2024-12-08,Zachodniopomorskie,Cattle Feed (kg),473.0,0.0,1.45,0.0,-685.85,Internal Expense,N/A,EXPENSE,-1039412.5
2024-12-08,Zachodniopomorskie,Cow Milk (HL),14.64,207.3242,87.145,3035.23,1759.43,Meat Factory,Skup,INCOME,-1037653.07
2024-12-08,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,62.0372,36.3559,372.22,154.08,Meat Factory,Skup,INCOME,-1037498.99
2024-12-09,Zachodniopomorskie,Agricultural Fuel (liter),121.0,0.0,5.8,0.0,-701.8,Internal Expense,N/A,EXPENSE,-1038108.56
2024-12-09,Zachodniopomorskie,Cattle Feed (kg),1003.2,0.0,1.45,0.0,-1454.64,Internal Expense,N/A,EXPENSE,-1037406.76
2024-12-09,Zachodniopomorskie,Cow Milk (HL),10.91,213.0941,79.9177,2324.86,1452.96,Food Wholesaler,Skup,INCOME,-1035952.12
2024-12-09,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,79.4749,32.5192,158.95,93.91,Private Individual,RHD,INCOME,-1037405.08
2024-12-10,Zachodniopomorskie,Agricultural Fuel (liter),100.1,0.0,5.8,0.0,-580.58,Internal Expense,N/A,EXPENSE,-1038689.14
2024-12-10,Zachodniopomorskie,Cattle Feed (kg),461.0,0.0,1.45,0.0,-668.45,Internal Expense,N/A,EXPENSE,-1039357.59
2024-12-10,Zachodniopomorskie,Cow Milk (HL),16.82,218.2085,85.1343,3670.27,2238.31,Food Wholesaler,Skup,INCOME,-1037119.28
2024-12-10,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,83.7273,33.5307,167.45,100.39,Eco-Shop,RHD,INCOME,-1037018.89
2024-12-11,Zachodniopomorskie,Agricultural Fuel (liter),77.8,0.0,5.8,0.0,-451.24,Internal Expense,N/A,EXPENSE,-1037470.13
2024-12-11,Zachodniopomorskie,Cattle Feed (kg),808.5,0.0,1.45,0.0,-1172.32,Internal Expense,N/A,EXPENSE,-1038642.45
2024-12-11,Zachodniopomorskie,Cow Milk (HL),14.35,216.4361,87.1149,3105.86,1855.76,Food Wholesaler,Skup,INCOME,-1036786.69
2024-12-11,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,87.5889,34.3972,87.59,53.19,Local Restaurant,RHD,INCOME,-1036733.5
2024-12-12,Zachodniopomorskie,Agricultural Fuel (liter),87.5,0.0,5.8,0.0,-507.5,Internal Expense,N/A,EXPENSE,-1036278.56
2024-12-12,Zachodniopomorskie,Cattle Feed (kg),597.0,0.0,1.45,0.0,-865.65,Internal Expense,N/A,EXPENSE,-1035771.06
2024-12-12,Zachodniopomorskie,Cow Milk (HL),13.66,193.8369,88.9256,2647.81,1433.09,Meat Factory,Skup,INCOME,-1034845.47
2024-12-12,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,84.2245,34.1155,168.45,100.22,Private Individual,RHD,INCOME,-1034905.41
2024-12-12,Zachodniopomorskie,Potatoes (Deciton),30.0,99.3481,41.7522,2980.44,1727.87,Agricultural Wholesale,Skup,INCOME,-1035005.63
2024-12-13,Zachodniopomorskie,Agricultural Fuel (liter),45.7,0.0,5.8,0.0,-265.06,Internal Expense,N/A,EXPENSE,-1035110.53
2024-12-13,Zachodniopomorskie,Cattle Feed (kg),981.8,0.0,1.45,0.0,-1423.61,Internal Expense,N/A,EXPENSE,-1036534.14
2024-12-13,Zachodniopomorskie,Cow Milk (HL),16.82,215.1103,92.2155,3618.16,2067.1,Meat Factory,Skup,INCOME,-1034467.04
2024-12-13,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,63.2029,33.2743,379.22,179.57,Meat Factory,Skup,INCOME,-1034287.47
2024-12-14,Zachodniopomorskie,Agricultural Fuel (liter),70.6,0.0,5.8,0.0,-409.48,Internal Expense,N/A,EXPENSE,-1034696.95
