Date,Region,Product,Quantity,Unit_Price,Unit_Cost,Revenue,Profit,Buyer_Type,Sales_Channel,Transaction_Type
2024-08-10,Zachodniopomorskie,Rapeseed (Ton),,2347.2143,991.7497,4459.71,2575.39,Farmer's Market,RHD,INCOME
2024-08-11,Zachodniopomorskie,Agricultural Fuel (liter),77.0,0.0,5.8,0.0,-446.6,Internal Expense,N/A,EXPENSE
2024-08-11,Zachodniopomorskie,Cattle Feed (kg),628.0,0.0,1.45,0.0,-910.6,Internal Expense,N/A,EXPENSE
2024-08-11,Zachodniopomorskie,Cow Milk (HL),15.54,210.2511,81.259,3267.3,2004.54,Processing Plant,Skup,INCOME
2024-08-11,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,65.3763,34.9694,261.51,121.63,Processing Plant,Skup,INCOME
2024-08-12,Zachodniopomorskie,Agricultural Fuel (liter),57.0,0.0,5.8,0.0,-330.6,Internal Expense,N/A,EXPENSE
2024-08-12,Zachodniopomorskie,Cattle Feed (kg),973.2,0.0,1.45,0.0,-1411.14,Internal Expense,N/A,EXPENSE
2024-08-12,Zachodniopomorskie,Cow Milk (HL),14.18,205.358,88.9799,2911.98,1650.25,Food Wholesaler,Skup,INCOME
2024-08-12,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,63.0809,36.1279,378.49,161.72,Meat Factory,Skup,INCOME
2024-08-12,Zachodniopomorskie,Rapeseed (Ton),3.2,2141.5592,971.9829,6852.99,3742.64,Agricultural Wholesale,Skup,INCOME
2024-08-13,Zachodniopomorskie,Agricultural Fuel (liter),120.0,0.0,5.8,0.0,-696.0,Internal Expense,N/A,EXPENSE
2024-08-13,Zachodniopomorskie,Cattle Feed (kg),951.3,0.0,1.45,0.0,-1379.38,Internal Expense,N/A,EXPENSE
2024-08-13,Zachodniopomorskie,Cow Milk (HL),13.48,198.8905,88.6888,2681.04,1485.51,Processing Plant,Skup,INCOME
2024-08-13,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,59.7219,33.6356,298.61,130.43,Food Wholesaler,Skup,INCOME
2024-08-13,Zachodniopomorskie,Broiler Poultry (KG),142.2,5.0359,2.571,716.1,350.5,Processing Plant,Skup,INCOME
2024-08-13,Zachodniopomorskie,Rapeseed (Ton),4.1,2045.6869,1049.9526,8387.32,4082.51,Food Wholesaler,Skup,INCOME
2024-08-14,Zachodniopomorskie,Agricultural Fuel (liter),115.0,0.0,5.8,0.0,-667.0,Internal Expense,N/A,EXPENSE
2024-08-14,Zachodniopomorskie,Cattle Feed (kg),851.4,0.0,1.45,0.0,-1234.53,Internal Expense,N/A,EXPENSE
2024-08-14,Zachodniopomorskie,Cow Milk (HL),12.22,217.8908,88.4444,2662.63,1581.84,,Skup,INCOME
2024-08-14,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,59.9604,34.0532,299.8,129.53,Food Wholesaler,Skup,INCOME
2024-08-15,Zachodniopomorskie,Agricultural Fuel (liter),102.0,0.0,5.8,0.0,-591.6,Internal Expense,N/A,EXPENSE
2024-08-15,Zachodniopomorskie,Cattle Feed (kg),1129.9,0.0,1.45,0.0,-1638.36,Internal Expense,N/A,EXPENSE
2024-08-15,Zachodniopomorskie,Cow Milk (HL),11.61,216.4081,85.4181,2512.5,1520.8,Food Wholesaler,Skup,INCOME
2024-08-15,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,82.4449,33.6263,82.44,48.81,Private Individual,RHD,INCOME
2024-08-15,Zachodniopomorskie,Broiler Poultry (KG),127.5,4.8291,2.8086,615.71,257.61,Processing Plant,Skup,INCOME
2024-08-16,Zachodniopomorskie,Agricultural Fuel (liter),61.1,0.0,5.8,0.0,-354.38,Internal Expense,N/A,EXPENSE
2024-08-16,Zachodniopomorskie,Cattle Feed (kg),484.9,0.0,1.45,0.0,-703.1,Internal Expense,N/A,EXPENSE
2024-08-16,Zachodniopomorskie,Cow Milk (HL),15.29,202.3506,81.6856,3093.94,1844.97,Processing Plant,Skup,INCOME
2024-08-16,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,88.6056,35.2096,88.61,53.4,Farmer's Market,RHD,INCOME
2024-08-17,Zachodniopomorskie,Agricultural Fuel (liter),,0.0,5.8,0.0,-592.18,Internal Expense,N/A,EXPENSE
2024-08-17,Zachodniopomorskie,Cattle Feed (kg),1087.0,0.0,1.45,0.0,-1576.15,Internal Expense,N/A,EXPENSE
2024-08-17,Zachodniopomorskie,Cow Milk (HL),14.48,192.6589,87.6562,2789.7,1520.44,Processing Plant,Skup,INCOME
2024-08-17,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,66.7657,32.6766,267.06,136.35,Food Wholesaler,,INCOME
2024-08-17,Zachodniopomorskie,Broiler Poultry (KG),31.8,7.4925,2.7765,238.26,149.97,Local Restaurant,RHD,INCOME
2024-08-17,Zachodniopomorskie,Rapeseed (Ton),2.1,1996.7036,1002.5083,4193.08,2087.81,Processing Plant,Skup,INCOME
2024-08-18,Zachodniopomorskie,Agricultural Fuel (liter),95.2,0.0,5.8,0.0,-552.16,Internal Expense,N/A,EXPENSE
2024-08-18,Zachodniopomorskie,Cattle Feed (kg),1029.1,0.0,1.45,0.0,-1492.19,Internal Expense,N/A,EXPENSE
2024-08-18,Zachodniopomorskie,Cow Milk (HL),15.03,202.0933,87.972,3037.46,1715.24,Processing Plant,,INCOME
2024-08-18,Zachodniopomorskie,Chicken Eggs (100 pcs),,60.1306,35.5759,180.39,73.66,Processing Plant,Skup,INCOME
2024-08-19,Zachodniopomorskie,Agricultural Fuel (liter),72.7,0.0,5.8,0.0,-421.66,Internal Expense,N/A,EXPENSE
2024-08-19,Zachodniopomorskie,Cattle Feed (kg),681.1,0.0,1.45,20000.0,-987.6,Internal Expense,N/A,EXPENSE
2024-08-19,Zachodniopomorskie,Cow Milk (HL),13.23,218.1778,91.8781,2886.49,1670.94,Food Wholesaler,Skup,INCOME
2024-08-19,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,61.2077,36.2323,367.25,149.86,Agricultural Wholesale,Skup,INCOME
2024-08-20,Zachodniopomorskie,Agricultural Fuel (liter),118.2,0.0,5.8,-10000.0,-685.56,Internal Expense,N/A,EXPENSE
2024-08-20,Zachodniopomorskie,Cattle Feed (kg),,0.0,1.45,0.0,-1205.96,Internal Expense,N/A,EXPENSE
2024-08-20,Zachodniopomorskie,Cow Milk (HL),14.23,188.1638,87.03,2677.57,1439.13,Agricultural Wholesale,Skup,INCOME
2024-08-20,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,61.3596,33.4902,245.44,111.48,Agricultural Wholesale,Skup,INCOME
2024-08-20,Zachodniopomorskie,Broiler Poultry (KG),99.1,5.4824,2.6367,543.31,282.01,Agricultural Wholesale,Skup,INCOME
2024-08-21,Zachodniopomorskie,Agricultural Fuel (liter),73.6,0.0,5.8,0.0,-426.88,Internal Expense,N/A,EXPENSE
2024-08-21,Zachodniopomorskie,Cattle Feed (kg),490.8,0.0,1.45,0.0,-711.66,Internal Expense,N/A,EXPENSE
2024-08-21,Zachodniopomorskie,Cow Milk (HL),12.67,189.9399,84.5381,2406.54,1335.44,Agricultural Wholesale,Skup,INCOME
2024-08-21,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,58.9576,33.1308,294.79,129.14,Agricultural Wholesale,Skup,INCOME
2024-08-22,Zachodniopomorskie,Agricultural Fuel (liter),115.8,0.0,5.8,0.0,-671.64,Internal Expense,N/A,EXPENSE
2024-08-22,Zachodniopomorskie,Cattle Feed (kg),565.7,0.0,1.45,0.0,-820.26,Internal Expense,N/A,EXPENSE
2024-08-22,Zachodniopomorskie,Cow Milk (HL),15.03,188.65,85.407,2835.41,1551.74,Agricultural Wholesale,Skup,INCOME
2024-08-22,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,59.7272,32.7165,298.64,135.06,Agricultural Wholesale,Skup,INCOME
2024-08-22,Zachodniopomorskie,Broiler Poultry (KG),119.7,4.7857,2.5504,572.85,267.57,Food Wholesaler,Skup,INCOME
2024-08-22,Zachodniopomorskie,Rapeseed (Ton),5.3,2105.904,979.1066,11161.29,5972.03,Processing Plant,Skup,INCOME
2024-08-23,Zachodniopomorskie,Agricultural Fuel (liter),85.9,0.0,5.8,0.0,-498.22,Internal Expense,N/A,EXPENSE
2024-08-23,Zachodniopomorskie,Cattle Feed (kg),501.0,0.0,1.45,20000.0,-726.45,Internal Expense,N/A,EXPENSE
2024-08-23,Zachodniopomorskie,Cow Milk (HL),15.73,187.4052,89.0725,2947.88,1546.77,Processing Plant,Skup,INCOME
2024-08-23,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,64.3805,32.7974,257.52,126.33,Processing Plant,Skup,INCOME
2024-08-23,Zachodniopomorskie,Rapeseed (Ton),3.8,1925.8888,1010.291,7318.38,3479.27,Agricultural Wholesale,Skup,INCOME
2024-08-24,Zachodniopomorskie,Agricultural Fuel (liter),61.5,0.0,5.8,0.0,-356.7,Internal Expense,,EXPENSE
2024-08-24,Zachodniopomorskie,Cattle Feed (kg),599.4,0.0,1.45,0.0,-869.13,Internal Expense,N/A,EXPENSE
2024-08-24,Zachodniopomorskie,Cow Milk (HL),16.22,187.743,86.9047,3045.19,1635.6,Meat Factory,Skup,INCOME
2024-08-24,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,59.021,35.0593,236.08,95.84,Processing Plant,Skup,INCOME
2024-08-24,Zachodniopomorskie,Broiler Poultry (KG),107.1,5.0489,2.7229,540.74,249.12,Processing Plant,Skup,INCOME
2024-08-25,Zachodniopomorskie,Agricultural Fuel (liter),89.5,0.0,5.8,0.0,-519.1,Internal Expense,N/A,EXPENSE
2024-08-25,Zachodniopomorskie,Cattle Feed (kg),1070.1,0.0,1.45,0.0,-1551.64,Internal Expense,N/A,EXPENSE
2024-08-25,Zachodniopomorskie,Cow Milk (HL),16.98,198.4452,90.9204,3369.6,1825.77,Processing Plant,Skup,INCOME
2024-08-25,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,83.9019,33.0869,167.8,101.63,Private Individual,RHD,INCOME
2024-08-26,Zachodniopomorskie,Agricultural Fuel (liter),72.2,0.0,5.8,0.0,-418.76,Internal Expense,N/A,EXPENSE
2024-08-26,Zachodniopomorskie,Cattle Feed (kg),713.8,0.0,1.45,0.0,-1035.01,Internal Expense,N/A,EXPENSE
2024-08-26,Zachodniopomorskie,Cow Milk (HL),13.58,196.7243,89.3451,2671.52,1458.21,Food Wholesaler,Skup,INCOME
2024-08-26,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,62.0843,36.7421,372.51,152.06,Food Wholesaler,,INCOME
2024-08-27,Zachodniopomorskie,Agricultural Fuel (liter),110.3,0.0,5.8,0.0,-639.74,Internal Expense,N/A,EXPENSE
2024-08-27,Zachodniopomorskie,Cattle Feed (kg),682.9,0.0,1.45,0.0,-990.2,Internal Expense,N/A,EXPENSE
2024-08-27,Zachodniopomorskie,Cow Milk (HL),11.21,197.9904,81.5372,2219.47,1305.44,Processing Plant,Skup,INCOME
2024-08-27,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,85.4516,33.3136,170.9,104.27,Local Restaurant,RHD,INCOME
2024-08-27,Zachodniopomorskie,Broiler Poultry (KG),42.8,7.2068,2.8117,308.45,188.11,Private Individual,RHD,INCOME
2024-08-28,Zachodniopomorskie,Agricultural Fuel (liter),98.9,0.0,5.8,0.0,-573.62,Internal Expense,N/A,EXPENSE
2024-08-28,Zachodniopomorskie,Cattle Feed (kg),585.2,0.0,1.45,0.0,-848.54,Internal Expense,N/A,EXPENSE
2024-08-28,Zachodniopomorskie,Cow Milk (HL),15.0,206.8723,83.0779,3103.08,1856.91,Processing Plant,Skup,INCOME
2024-08-28,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,78.0174,34.2449,156.03,87.54,Local Restaurant,RHD,INCOME
2024-08-29,Zachodniopomorskie,Agricultural Fuel (liter),106.7,0.0,5.8,0.0,-618.86,Internal Expense,N/A,EXPENSE
2024-08-29,Zachodniopomorskie,Cattle Feed (kg),674.6,0.0,1.45,0.0,-978.17,Internal Expense,N/A,EXPENSE
2024-08-29,Zachodniopomorskie,Cow Milk (HL),19.07,205.2125,88.8213,3913.4,2219.58,Meat Factory,Skup,INCOME
2024-08-29,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,81.2578,32.5751,162.52,97.37,,RHD,INCOME
2024-08-29,Zachodniopomorskie,Broiler Poultry (KG),149.4,5.0156,2.8575,749.33,322.42,Food Wholesaler,Skup,INCOME
2024-08-29,Zachodniopomorskie,Rapeseed (Ton),4.5,1988.9801,1053.1628,8950.41,4211.18,Meat Factory,Skup,INCOME
2024-08-30,Zachodniopomorskie,Agricultural Fuel (liter),67.8,0.0,5.8,0.0,-393.24,Internal Expense,,EXPENSE
2024-08-30,Zachodniopomorskie,Cattle Feed (kg),980.1,0.0,1.45,0.0,-1421.14,Internal Expense,N/A,EXPENSE
2024-08-30,Zachodniopomorskie,Cow Milk (HL),17.39,211.0593,81.9105,3670.32,2245.9,Agricultural Wholesale,Skup,INCOME
2024-08-30,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,62.6882,33.9413,-9686.56,143.73,Meat Factory,Skup,INCOME
2024-08-31,Zachodniopomorskie,Agricultural Fuel (liter),111.7,0.0,5.8,0.0,-647.86,Internal Expense,N/A,EXPENSE
2024-08-31,Zachodniopomorskie,Cattle Feed (kg),807.7,0.0,1.45,0.0,-1171.16,Internal Expense,N/A,EXPENSE
2024-08-31,Zachodniopomorskie,Cow Milk (HL),15.96,189.4615,90.263,3023.81,1583.21,Agricultural Wholesale,Skup,INCOME
2024-08-31,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,65.1784,35.585,391.07,177.56,Meat Factory,Skup,INCOME
2024-08-31,Zachodniopomorskie,Broiler Poultry (KG),138.6,4.8437,2.8643,671.34,274.35,Processing Plant,Skup,INCOME
2024-09-01,Zachodniopomorskie,Fertilizer Purchase (Autumn),7500.0,0.0,2.1,0.0,-15750.0,Internal Expense,,EXPENSE
2024-09-01,Zachodniopomorskie,Stable Box Rent (Horses),18.0,1204.0532,266.6804,21672.96,16872.71,Equestrian Club,B2B,INCOME
2024-09-01,Zachodniopomorskie,"Fixed Costs (Energy, Service, Ins.)",1.0,0.0,15000.0,0.0,-15000.0,Internal Expense,,EXPENSE
2024-09-01,Zachodniopomorskie,Veterinary Visit + Meds,1.0,0.0,1039.0,0.0,-1039.0,,N/A,EXPENSE
2024-09-01,Zachodniopomorskie,Agricultural Fuel (liter),79.9,0.0,5.8,0.0,-463.42,Internal Expense,N/A,EXPENSE
2024-09-01,Zachodniopomorskie,Cattle Feed (kg),664.1,0.0,1.45,0.0,-962.95,Internal Expense,N/A,EXPENSE
2024-09-01,Zachodniopomorskie,Cow Milk (HL),14.25,219.4041,87.1539,3126.51,1884.57,Agricultural Wholesale,Skup,INCOME
2024-09-01,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,63.2102,32.6179,252.84,122.37,Agricultural Wholesale,Skup,INCOME
2024-09-02,Zachodniopomorskie,Agricultural Fuel (liter),113.4,0.0,5.8,0.0,-657.72,Internal Expense,N/A,EXPENSE
2024-09-02,Zachodniopomorskie,Cattle Feed (kg),726.8,0.0,1.45,0.0,-1053.86,Internal Expense,N/A,EXPENSE
2024-09-02,Zachodniopomorskie,Cow Milk (HL),14.62,190.3359,88.3314,2782.71,1491.3,Agricultural Wholesale,Skup,INCOME
2024-09-02,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,62.8051,32.0871,251.22,122.87,Meat Factory,Skup,INCOME
2024-09-02,Zachodniopomorskie,Rapeseed (Ton),5.0,2034.3974,1096.3634,10171.99,4690.17,,Skup,INCOME
2024-09-03,Zachodniopomorskie,Agricultural Fuel (liter),44.1,0.0,5.8,0.0,-255.78,Internal Expense,N/A,EXPENSE
2024-09-03,Zachodniopomorskie,Cattle Feed (kg),909.0,0.0,1.45,0.0,-1318.05,Internal Expense,N/A,EXPENSE
2024-09-03,Zachodniopomorskie,Cow Milk (HL),18.09,188.7825,79.8189,3415.08,1971.16,Agricultural Wholesale,Skup,INCOME
2024-09-03,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,63.3608,32.5451,190.08,92.44,Agricultural Wholesale,Skup,INCOME
2024-09-03,Zachodniopomorskie,Broiler Poultry (KG),101.3,4.9722,2.7961,503.68,220.44,Agricultural Wholesale,Skup,INCOME
2024-09-04,Zachodniopomorskie,Agricultural Fuel (liter),47.8,0.0,5.8,0.0,-277.24,Internal Expense,N/A,EXPENSE
2024-09-04,Zachodniopomorskie,Cattle Feed (kg),756.0,0.0,1.45,0.0,-1096.2,Internal Expense,N/A,EXPENSE
2024-09-04,Zachodniopomorskie,Cow Milk (HL),11.45,190.8431,85.5634,2185.15,1205.45,Meat Factory,Skup,INCOME
2024-09-04,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,62.1915,34.0935,186.57,84.29,Agricultural Wholesale,Skup,INCOME
2024-09-05,Zachodniopomorskie,Agricultural Fuel (liter),109.8,0.0,5.8,0.0,-636.84,Internal Expense,N/A,EXPENSE
2024-09-05,Zachodniopomorskie,Cattle Feed (kg),983.5,0.0,1.45,0.0,-1426.08,Internal Expense,N/A,EXPENSE
2024-09-05,Zachodniopomorskie,Cow Milk (HL),14.49,210.228,90.9572,3046.2,1728.23,Agricultural Wholesale,Skup,INCOME
2024-09-05,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,64.3047,36.3522,257.22,111.81,Agricultural Wholesale,Skup,INCOME
2024-09-05,Zachodniopomorskie,Broiler Poultry (KG),52.3,4.8363,2.5963,252.94,117.15,Food Wholesaler,Skup,INCOME
2024-09-06,Zachodniopomorskie,Agricultural Fuel (liter),110.9,0.0,5.8,0.0,-643.22,Internal Expense,N/A,EXPENSE
2024-09-06,Zachodniopomorskie,Cattle Feed (kg),962.3,0.0,1.45,0.0,-1395.33,Internal Expense,N/A,EXPENSE
2024-09-06,Zachodniopomorskie,Cow Milk (HL),18.59,189.0226,80.3267,3513.93,2020.66,Meat Factory,Skup,INCOME
2024-09-06,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,57.3829,33.72,172.15,70.99,Agricultural Wholesale,Skup,INCOME
2024-09-07,Zachodniopomorskie,Agricultural Fuel (liter),117.6,0.0,5.8,0.0,-682.08,Internal Expense,,EXPENSE
2024-09-07,Zachodniopomorskie,Cattle Feed (kg),618.5,0.0,1.45,0.0,-896.82,Internal Expense,N/A,EXPENSE
2024-09-07,Zachodniopomorskie,Cow Milk (HL),10.81,210.5016,81.6462,2275.52,1392.92,Agricultural Wholesale,Skup,INCOME
2024-09-07,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,66.1969,33.5576,330.98,163.19,Agricultural Wholesale,Skup,INCOME
2024-09-07,Zachodniopomorskie,Broiler Poultry (KG),89.7,4.8322,2.779,433.45,184.17,Food Wholesaler,Skup,INCOME
2024-09-08,Zachodniopomorskie,Agricultural Fuel (liter),107.4,0.0,5.8,0.0,-622.92,Internal Expense,N/A,EXPENSE
2024-09-08,Zachodniopomorskie,Cattle Feed (kg),,0.0,1.45,0.0,-1761.17,Internal Expense,N/A,EXPENSE
2024-09-08,Zachodniopomorskie,Cow Milk (HL),17.4,214.9119,91.6117,3739.47,2145.43,Agricultural Wholesale,Skup,INCOME
2024-09-08,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,79.1652,35.6485,158.33,87.03,Private Individual,RHD,INCOME
2024-09-09,Zachodniopomorskie,Agricultural Fuel (liter),66.3,0.0,5.8,0.0,-384.54,Internal Expense,N/A,EXPENSE
2024-09-09,Zachodniopomorskie,Cattle Feed (kg),913.9,0.0,1.45,-10000.0,-1325.15,Internal Expense,N/A,EXPENSE
2024-09-09,Zachodniopomorskie,Cow Milk (HL),14.98,207.1619,81.7349,-6896.71,1878.9,,Skup,INCOME
2024-09-09,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,62.8546,35.219,188.56,82.9,Meat Factory,Skup,INCOME
2024-09-10,Zachodniopomorskie,Agricultural Fuel (liter),51.9,0.0,5.8,0.0,-301.02,Internal Expense,N/A,EXPENSE
2024-09-10,Zachodniopomorskie,Cattle Feed (kg),1121.4,0.0,1.45,0.0,-1626.03,Internal Expense,N/A,EXPENSE
2024-09-10,Zachodniopomorskie,Cow Milk (HL),12.55,210.0797,89.9172,2636.5,1508.04,Food Wholesaler,Skup,INCOME
2024-09-10,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,64.455,34.4535,193.37,90.01,Processing Plant,Skup,INCOME
2024-09-10,Zachodniopomorskie,Broiler Poultry (KG),34.6,7.0194,2.6117,20242.87,152.51,Eco-Shop,RHD,INCOME
2024-09-11,Zachodniopomorskie,Agricultural Fuel (liter),65.7,0.0,5.8,0.0,-381.06,Internal Expense,N/A,EXPENSE
2024-09-11,Zachodniopomorskie,Cattle Feed (kg),1084.0,0.0,1.45,0.0,-1571.8,Internal Expense,N/A,EXPENSE
2024-09-11,Zachodniopomorskie,Cow Milk (HL),14.58,190.96,86.167,2784.2,1527.89,Processing Plant,Skup,INCOME
2024-09-11,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,58.333,36.0207,291.66,111.56,Agricultural Wholesale,Skup,INCOME
2024-09-12,Zachodniopomorskie,Agricultural Fuel (liter),60.2,0.0,5.8,0.0,-349.16,Internal Expense,N/A,EXPENSE
2024-09-12,Zachodniopomorskie,Cattle Feed (kg),927.9,0.0,1.45,0.0,-1345.45,Internal Expense,N/A,EXPENSE
2024-09-12,Zachodniopomorskie,Cow Milk (HL),17.91,214.8815,90.3353,3848.53,2230.62,Processing Plant,Skup,INCOME
2024-09-12,Zachodniopomorskie,Chicken Eggs (100 pcs),4.0,61.3195,36.4016,245.28,99.67,Meat Factory,Skup,INCOME
2024-09-12,Zachodniopomorskie,Broiler Poultry (KG),60.9,4.8702,2.7655,296.6,128.18,Processing Plant,Skup,INCOME
2024-09-13,Zachodniopomorskie,Agricultural Fuel (liter),99.3,0.0,5.8,0.0,-575.94,Internal Expense,N/A,EXPENSE
2024-09-13,Zachodniopomorskie,Cattle Feed (kg),784.7,0.0,1.45,0.0,-1137.82,Internal Expense,N/A,EXPENSE
2024-09-13,Zachodniopomorskie,Cow Milk (HL),13.38,207.8299,85.2738,2780.76,1639.8,Meat Factory,Skup,INCOME
2024-09-13,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,85.1735,34.3088,85.17,50.86,Local Restaurant,RHD,INCOME
2024-09-14,Zachodniopomorskie,Agricultural Fuel (liter),75.4,0.0,5.8,0.0,-437.32,Internal Expense,N/A,EXPENSE
2024-09-14,Zachodniopomorskie,Cattle Feed (kg),507.4,0.0,1.45,0.0,-735.73,Internal Expense,N/A,EXPENSE
2024-09-14,Zachodniopomorskie,Cow Milk (HL),17.68,207.1526,87.4736,3662.46,2115.93,Meat Factory,Skup,INCOME
2024-09-14,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,61.9987,32.4937,309.99,147.52,Processing Plant,Skup,INCOME
2024-09-14,Zachodniopomorskie,Broiler Poultry (KG),61.0,5.3644,2.7849,327.23,157.35,Food Wholesaler,Skup,INCOME
2024-09-14,Zachodniopomorskie,Beef Cattle (Highlander),3.0,6349.3966,3260.651,19048.19,9266.24,Processing Plant,Skup,INCOME
2024-09-15,Zachodniopomorskie,Agricultural Fuel (liter),48.3,0.0,5.8,0.0,-280.14,,N/A,EXPENSE
2024-09-15,Zachodniopomorskie,Cattle Feed (kg),1018.0,0.0,1.45,0.0,-1476.1,Internal Expense,N/A,EXPENSE
2024-09-15,Zachodniopomorskie,Cow Milk (HL),15.0,206.0433,83.9015,3090.65,1832.13,Meat Factory,Skup,INCOME
2024-09-15,Zachodniopomorskie,Chicken Eggs (100 pcs),,58.498,35.3369,175.49,69.48,,Skup,INCOME
2024-09-15,Zachodniopomorskie,Buckwheat (Ton),0.5,1292.617,502.7499,646.31,394.94,Private Individual,RHD,INCOME
2024-09-16,Zachodniopomorskie,Agricultural Fuel (liter),121.0,0.0,5.8,20000.0,-701.8,Internal Expense,N/A,EXPENSE
2024-09-16,Zachodniopomorskie,Cattle Feed (kg),792.3,0.0,1.45,0.0,-1148.83,Internal Expense,N/A,EXPENSE
2024-09-16,Zachodniopomorskie,Cow Milk (HL),13.35,216.739,81.5228,2893.47,1805.14,Agricultural Wholesale,Skup,INCOME
2024-09-16,Zachodniopomorskie,Chicken Eggs (100 pcs),3.0,66.8838,33.7636,200.65,99.36,Agricultural Wholesale,,INCOME
2024-09-16,Zachodniopomorskie,Buckwheat (Ton),2.6,1088.1046,526.3212,2829.07,1460.63,Food Wholesaler,Skup,INCOME
2024-09-17,Zachodniopomorskie,Agricultural Fuel (liter),49.7,0.0,5.8,0.0,-288.26,Internal Expense,N/A,EXPENSE
2024-09-17,Zachodniopomorskie,Cattle Feed (kg),829.1,0.0,1.45,0.0,-1202.19,,N/A,EXPENSE
2024-09-17,Zachodniopomorskie,Cow Milk (HL),16.32,203.6084,88.3133,3322.89,1881.62,Processing Plant,Skup,INCOME
2024-09-17,Zachodniopomorskie,Chicken Eggs (100 pcs),2.0,78.5522,32.5943,157.1,91.91,Local Restaurant,RHD,INCOME
2024-09-17,Zachodniopomorskie,Broiler Poultry (KG),129.3,5.5104,2.7092,712.49,362.19,,Skup,INCOME
2024-09-17,Zachodniopomorskie,Rapeseed (Ton),0.9,2298.9481,1012.2374,2069.05,1158.04,Local Restaurant,RHD,INCOME
2024-09-18,Zachodniopomorskie,Agricultural Fuel (liter),75.1,0.0,5.8,0.0,-435.58,Internal Expense,N/A,EXPENSE
2024-09-18,Zachodniopomorskie,Cattle Feed (kg),911.8,0.0,1.45,0.0,-1322.11,Internal Expense,N/A,EXPENSE
2024-09-18,Zachodniopomorskie,Cow Milk (HL),10.56,191.8045,79.2488,2025.46,1188.59,Agricultural Wholesale,Skup,INCOME
2024-09-18,Zachodniopomorskie,Chicken Eggs (100 pcs),5.0,61.2019,36.758,306.01,122.22,Processing Plant,Skup,INCOME
2024-09-18,Zachodniopomorskie,Rapeseed (Ton),8.0,1984.8539,1069.442,15878.83,7323.29,Meat Factory,Skup,INCOME
2024-09-19,Zachodniopomorskie,Agricultural Fuel (liter),48.3,0.0,5.8,0.0,-280.14,Internal Expense,N/A,EXPENSE
2024-09-19,Zachodniopomorskie,Cattle Feed (kg),767.5,0.0,1.45,0.0,-1112.88,Internal Expense,N/A,EXPENSE
2024-09-19,Zachodniopomorskie,Cow Milk (HL),18.61,200.8965,88.0087,3738.68,2100.84,Agricultural Wholesale,Skup,INCOME
2024-09-19,Zachodniopomorskie,Chicken Eggs (100 pcs),6.0,66.2641,33.1789,397.58,198.51,Meat Factory,Skup,INCOME
2024-09-19,Zachodniopomorskie,Broiler Poultry (KG),119.6,5.3332,2.5644,637.85,331.15,Meat Factory,Skup,INCOME
2024-09-20,Zachodniopomorskie,Agricultural Fuel (liter),64.1,0.0,5.8,0.0,-371.78,Internal Expense,N/A,EXPENSE
2024-09-20,Zachodniopomorskie,Cattle Feed (kg),990.0,0.0,1.45,0.0,-1435.5,Internal Expense,N/A,EXPENSE
2024-09-20,Zachodniopomorskie,Cow Milk (HL),13.08,216.3174,79.4744,2829.43,1789.9,Agricultural Wholesale,Skup,INCOME
2024-09-20,Zachodniopomorskie,Chicken Eggs (100 pcs),1.0,89.5046,33.6207,89.5,55.88,Private Individual,RHD,INCOME
2024-09-20,Zachodniopomorskie,Rapeseed (Ton),7.1,1937.3264,961.8293,13755.02,6926.03,Meat Factory,Skup,INCOME
